"","Title","Prod_year","Is_sequel","Run_time","Creative_type","Source","Prod_method","Genre","Prod_budget","Dom_BO","Intl_BO","Total_BO","Infl_Adj_Dom_BO","MPAA_rating","Rel_date_TH","Keywords","Prod_company","Opening_rev","Opening_theaters"
"2663","Smokin' Aces",2007,0,107,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",17000000,35662731,21600709,57263440,46133470,"R",2007-01-26,"Smokin' Aces - Stage Magician","Working Title Films",14638755,2218
"2664","Epic Movie",2007,0,86,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",20000000,39739367,47119211,86858578,51407023,"PG-13",2007-01-26,"Epic Movie - Spoof","Regency Enterprises",18612544,2801
"2665","Blood and Chocolate",2007,0,98,"Fantasy","Based on Fiction Book/Short Story","Live Action","Horror",15000000,3526588,3024722,6551310,4562007,"PG-13",2007-01-26,"Blood and Chocolate - Werewolf","Lakeshore Entertainment",2074300,1200
"2666","Because I Said So",2007,0,102,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",39000000,42674040,26864793,69538833,55203336,"PG-13",2007-02-02,"Because I Said So - Divorcee Romance","Universal",13122865,2526
"2667","Partition",2007,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",10000000,0,0,0,0,NA,2007-02-02,"Partition - Cross-Class Romance",NA,0,0
"2668","The Messengers",2007,0,90,"Fantasy","Original Screenplay","Live Action","Horror",16000000,35374833,18400000,53774833,45761041,"PG-13",2007-02-02,"The Messengers - Hauntings",NA,14713321,2528
"2669","Das Leben der Anderen",2007,0,137,"Historical Fiction","Original Screenplay","Live Action","Drama",2000000,11284657,69912390,81197047,14597878,"R",2007-02-09,"Das Leben der Anderen - Foreign Language",NA,213589,13
"2670","Hannibal Rising",2007,0,117,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",50000000,27669725,52913586,80583311,35793682,"R",2007-02-09,"Hannibal Rising - Serial Killer",NA,13051650,3003
"2671","The Last Sin Eater",2007,0,NA,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",2200000,388390,0,388390,502423,"PG-13",2007-02-09,NA,NA,246483,429
"2672","Music and Lyrics",2007,0,104,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",40000000,50572589,95624296,146196885,65420936,"PG-13",2007-02-14,"Music and Lyrics - Music Industry","Castle Rock Entertainment",13623630,2955
"2673","Ghost Rider",2007,0,110,"Super Hero","Based on Comic/Graphic Novel","Live Action","Action",120000000,115802596,113742993,229545589,149802771,"PG-13",2007-02-16,"Ghost Rider - Marvel Comics","Relativity Media",45388836,3619
"2674","Bridge to Terabithia",2007,0,94,"Fantasy","Based on Fiction Book/Short Story","Live Action","Drama",25000000,82234139,55750649,137984788,106378460,"PG",2007-02-16,"Bridge to Terabithia - New Guy/Girl in School","Walt Disney Pictures",22564612,3139
"2675","Indigènes",2006,0,120,"Historical Fiction","Original Screenplay","Live Action","Drama",18900000,320700,25742872,26063572,414856,"Not Rated",2007-02-16,"Indigènes - Foreign Language",NA,0,0
"2676","The Number 23",2007,0,95,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",32000000,35193167,42400000,77593167,45526037,"R",2007-02-23,"The Number 23 - Film Noir","Contrafilm",14602867,2759
"2677","The Astronaut Farmer",2007,0,104,"Contemporary Fiction","Original Screenplay","Live Action","Drama",13000000,11003643,137570,11141213,14234357,"PG",2007-02-23,"The Astronaut Farmer - Bank Foreclosure",NA,4454319,2155
"2678","Reno 911!: Miami",2007,0,80,"Contemporary Fiction","Based on TV","Live Action","Comedy",10000000,20342161,1509201,21851362,26314710,"R",2007-02-23,"Reno 911!: Miami - Gratuitous Cameos","Double Feature Films",10273477,2702
"2679","Wild Hogs",2007,0,99,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",60000000,168213584,85341799,253555383,217601867,"PG-13",2007-03-02,"Wild Hogs - Mid-Life Crisis","Touchstone Pictures",39699023,3287
"2680","Black Snake Moan",2007,0,118,"Contemporary Fiction","Original Screenplay","Live Action","Drama",15000000,9396870,1554283,10951153,12155834,"R",2007-03-02,"Black Snake Moan - Musicians",NA,4143199,1252
"2681","Zodiac",2007,0,158,"Dramatization","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",85000000,33080084,50000000,83080084,42792544,"R",2007-03-02,"Zodiac - Serial Killer","Phoenix Pictures",13395610,2362
"2682","The Namesake",2007,0,122,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",8500000,13610521,6678253,20288774,17606630,"PG-13",2007-03-09,NA,NA,248552,6
"2683","300",2007,0,115,"Historical Fiction","Based on Comic/Graphic Novel","Animation/Live Action","Action",60000000,210614939,243546996,454161935,272452460,"R",2007-03-09,"300 - Visual Effects","Legendary Pictures",70885301,3103
"2684","Gwoemul",2007,0,119,"Science Fiction","Original Screenplay","Live Action","Action",12000000,2201923,90416194,92618117,2848409,"R",2007-03-09,"Gwoemul - Foreign Language",NA,314488,71
"2685","The Ultimate Gift",2007,0,118,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",9000000,3438735,0,3438735,4448362,"PG",2007-03-09,"The Ultimate Gift - Faith Based",NA,1241079,816
"2686","I Think I Love My Wife",2007,0,94,"Contemporary Fiction","Remake","Live Action","Romantic Comedy",14000000,12559771,645640,13205411,16247377,"R",2007-03-16,"I Think I Love My Wife - Relationship Advice",NA,5674802,1776
"2687","Premonition",2007,0,97,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",20000000,47852604,33608739,81461343,61902348,"PG-13",2007-03-16,NA,"TriStar Pictures",17558689,2831
"2688","Dead Silence",2007,0,90,"Contemporary Fiction","Original Screenplay","Live Action","Horror",20000000,16574590,4040071,20614661,21440963,"R",2007-03-16,"Dead Silence - Living Toys",NA,7842725,1805
"2689","Nomad",2007,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",40000000,79123,0,79123,102350,"R",2007-03-16,NA,NA,14250,30
"2690","The Wind That Shakes the Barley",2007,0,128,"Historical Fiction","Original Screenplay","Live Action","Drama",8300000,1829142,23841032,25670174,2366181,"Not Rated",2007-03-16,NA,NA,76190,9
"2691","Namastey London",2007,0,136,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",8400000,1207007,5624062,6831069,1561389,"Not Rated",2007-03-23,"Namastey London - Foreign Language",NA,578224,65
"2692","The Hills Have Eyes II",2007,1,89,"Fantasy","Remake","Live Action","Horror",15000000,20804166,16662372,37466538,26912363,"R",2007-03-23,"The Hills Have Eyes II - Mutants",NA,9686362,2447
"2693","Shooter",2007,0,126,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",60000000,47003582,48534978,95538560,60804044,"R",2007-03-23,"Shooter - Hitmen","di Bonaventura Pictures",14523571,2806
"2694","Reign Over Me",2007,0,124,"Historical Fiction","Original Screenplay","Live Action","Drama",20000000,19661987,420000,20081987,25434829,"R",2007-03-23,"Reign Over Me - Terrorism",NA,7460690,1671
"2695","TMNT",2007,0,86,"Science Fiction","Based on Comic/Graphic Novel","Digital Animation","Action",35000000,54149098,41946920,96096018,70047521,"PG",2007-03-23,NA,"Imagi Studios",24255205,3110
"2696","Journey from the Fall",2007,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",1300000,635305,0,635305,821826,"R",2007-03-23,"Journey from the Fall - Vietnam War",NA,87442,4
"2697","Peaceful Warrior",2006,0,NA,"Dramatization","Based on Fiction Book/Short Story","Live Action","Drama",10000000,2893666,366513,3260179,3812778,"PG-13",2007-03-30,NA,NA,80602,10
"2698","Blades of Glory",2007,0,93,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",61000000,118594548,27000000,145594548,153414453,"PG-13",2007-03-30,"Blades of Glory - Miscellaneous Sports","DreamWorks",33014202,3372
"2699","The Reaping",2007,0,96,"Fantasy","Original Screenplay","Live Action","Horror",40000000,25126214,37100000,62226214,32503379,"R",2007-04-05,"The Reaping - Paranormal Investigation",NA,10025203,2603
"2700","The Hoax",2007,0,116,"Dramatization","Based on Real Life Events","Live Action","Drama",25000000,7164995,0,7164995,9268665,"R",2007-04-06,NA,NA,1449320,235
"2701","Zwartboek",2007,0,145,"Historical Fiction","Based on Real Life Events","Live Action","Thriller/Suspense",22000000,4398532,22839822,27238354,5689957,"R",2007-04-06,"Zwartboek - World War II",NA,112521,9
"2702","Grindhouse",2007,0,191,"Fantasy","Original Screenplay","Live Action","Horror",53000000,25031037,25156752,50187789,32380265,"R",2007-04-06,"Grindhouse - Segments","Dimension Films",11596613,2624
"2703","Slow Burn",2007,0,93,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",15500000,1237615,0,1237615,1600977,"R",2007-04-13,"Slow Burn - Surprise Twist",NA,778123,1163
"2704","Aqua Teen Hunger Force Colon Movie Film for Theaters",2006,0,86,"Science Fiction","Based on TV","Digital Animation","Adventure",750000,5520368,0,5520368,7141173,"R",2007-04-13,NA,NA,3005175,877
"2705","Disturbia",2007,0,97,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",20000000,80818974,37718653,118537627,104547793,"PG-13",2007-04-13,"Disturbia - House Arrest","DreamWorks",22224982,2925
"2706","Hot Fuzz",2007,0,121,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",16000000,23618786,58123832,81742618,30553371,"R",2007-04-20,NA,NA,5848464,825
"2707","In the Land of Women",2007,0,97,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",10500000,11052958,3087444,14140402,14298153,"PG-13",2007-04-20,NA,NA,4712341,2155
"2708","Ta Ra Rum Pum",2007,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",7400000,872643,8571221,9443864,1128849,"Not Rated",2007-04-27,"Ta Ra Rum Pum - Auto Racing",NA,425102,85
"2709","Jindabyne",2007,0,NA,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",10800000,399879,2462665,2862544,517277,"R",2007-04-27,NA,NA,28298,6
"2710","Waitress",2007,0,107,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",1500000,19097550,3119633,22217183,24704673,"PG-13",2007-05-02,"Waitress - Romance",NA,92034,4
"2711","Lucky You",2007,0,124,"Historical Fiction","Original Screenplay","Live Action","Drama",55000000,5755286,766543,6521829,7445064,"PG-13",2007-05-04,"Lucky You - Gambling","Lucky You Pictures, Inc.",2710445,2525
"2712","La otra conquista",2000,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",3500000,886410,0,886410,1463641,"R",2007-05-04,"La otra conquista - Foreign Language",NA,305308,74
"2713","Paris, je t'aime",2007,0,120,"Contemporary Fiction","Original Screenplay","Live Action","Drama",13000000,4857374,317714,5175088,6283516,"R",2007-05-04,"Paris, je t'aime - Segments","Victoires International",39242,2
"2714","Spider-Man 3",2007,1,139,"Super Hero","Based on Comic/Graphic Novel","Live Action","Adventure",258000000,336530303,558329927,894860230,435337163,"PG-13",2007-05-04,"Spider-Man 3 - Marvel Comics","Columbia Pictures",151116516,4252
"2715","Georgia Rule",2007,0,113,"Contemporary Fiction","Original Screenplay","Live Action","Drama",20000000,18882880,1936721,20819601,24426976,"R",2007-05-11,"Georgia Rule - Dysfunctional Family",NA,6773870,2523
"2716","28 Weeks Later",2007,1,100,"Science Fiction","Original Screenplay","Live Action","Horror",15000000,28638916,35593798,64232714,37047434,"R",2007-05-11,"28 Weeks Later - Post Apocalypse",NA,9807292,2303
"2717","Brooklyn Rules",2007,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",8000000,458232,0,458232,592767,"R",2007-05-11,NA,NA,41811,1
"2718","The Salon",2007,0,NA,"Contemporary Fiction","Based on Play","Live Action","Comedy",1500000,139084,0,139084,179914,"PG-13",2007-05-11,"The Salon - Beauty Industry",NA,92362,210
"2719","Once",2007,0,82,"Contemporary Fiction","Original Screenplay","Live Action","Drama",150000,9445857,13878200,23324057,12219202,"R",2007-05-16,"Once - Music Industry",NA,61901,2
"2720","Shrek the Third",2007,1,92,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation","Adventure",160000000,322719944,484610992,807330936,417472015,"PG",2007-05-17,"Shrek the Third - Royalty","Dreamworks Animation",121629270,4122
"2721","Severance",2007,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",10000000,137221,5812781,5950002,177502,"R",2007-05-18,NA,NA,8316,2
"2722","The Wendell Baker Story",2007,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",8000000,127188,0,127188,164525,"PG-13",2007-05-18,NA,NA,48120,17
"2723","Pirates of the Caribbean: At World’s End",2007,1,167,"Historical Fiction","Based on Theme Park Ride","Live Action","Adventure",300000000,309420425,654000000,963420425,400267692,"PG-13",2007-05-24,"Pirates of the Caribbean: At World's End - Pirates","Walt Disney Pictures",114732820,4362
"2724","Bug",2007,0,102,"Contemporary Fiction","Based on Play","Live Action","Drama",4000000,7006708,1296287,8302995,9063902,"R",2007-05-25,"Bug - Mental Illness",NA,3245556,1661
"2725","Knocked Up",2007,0,132,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",27500000,148761765,70504187,219265952,192438906,"R",2007-06-01,"Knocked Up - Delayed Adulthood","Universal Pictures",30690990,2871
"2726","Gracie",2007,0,95,"Dramatization","Based on Real Life Events","Live Action","Drama",9000000,2956339,965704,3922043,3824330,"PG-13",2007-06-01,"Gracie - Soccer",NA,1355904,1164
"2727","And Then Came Love",2007,0,NA,NA,NA,"Live Action","Comedy",989000,8158,0,8158,10547,"Not Rated",2007-06-01,NA,NA,4719,1
"2728","Ocean's Thirteen",2007,1,122,"Contemporary Fiction","Original Screenplay","Live Action","Adventure",85000000,117144465,194600000,311744465,151538618,"PG-13",2007-06-08,"Ocean's Thirteen - Heist","Warner Bros.",36133403,3565
"2729","Surf's Up",2007,0,85,"Kids Fiction","Original Screenplay","Digital Animation","Adventure",100000000,58867694,86528051,145395745,76151515,"PG",2007-06-08,"Surf's Up - Mockumentary",NA,17640249,3528
"2730","Hostel: Part II",2007,1,94,"Contemporary Fiction","Original Screenplay","Live Action","Horror",7500000,17544812,16061597,33606409,22696050,"R",2007-06-08,"Hostel: Part II - Teenage Slasher",NA,8203391,2350
"2731","Fido",2007,0,NA,"Fantasy","Original Screenplay","Live Action","Horror",8000000,298110,158704,456814,385628,"R",2007-06-15,NA,NA,10203,2
"2732","The Trials of Darryl Hunt",2007,0,NA,"Factual","Based on Real Life Events","Live Action","Documentary",200000,1217,0,1217,1566,"PG",2007-06-15,NA,NA,619,2
"2733","Nancy Drew",2007,0,97,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",20000000,25584685,5119160,30703845,33096466,"PG",2007-06-15,"Nancy Drew - Private Investigator","Warner Bros.",6832318,2612
"2734","DOA: Dead or Alive",2007,0,NA,"Fantasy","Based on Game","Live Action","Action",30000000,480314,7275372,7755686,621336,"PG-13",2007-06-15,"DOA: Dead or Alive - Martial Arts",NA,260713,505
"2735","Fantastic Four: Rise of the Silver Surfer",2007,1,91,"Super Hero","Based on Comic/Graphic Novel","Live Action","Action",120000000,131921738,157558953,289480691,170654572,"PG",2007-06-15,"Fantastic Four: Rise of the Silver Surfer - Marvel Comics","20th Century Fox",58051684,3959
"2736","Evan Almighty",2007,1,96,"Fantasy","Original Screenplay","Live Action","Comedy",175000000,100289690,73841639,174131329,129735202,"PG",2007-06-22,"Evan Almighty - Religious","Relativity Media",31192615,3604
"2737","You Kill Me",2007,0,93,"Contemporary Fiction","Original Screenplay","Live Action","Black Comedy",4000000,2426851,1432113,3858964,3139377,"R",2007-06-22,"You Kill Me - Hitmen",NA,233709,35
"2738","A Mighty Heart",2007,0,108,"Dramatization","Based on Fiction Book/Short Story","Live Action","Drama",15000000,9176787,9976781,19153568,11871132,"R",2007-06-22,"A Mighty Heart - Terrorism","Plan B Entertainment",3948863,1355
"2739","1408",2007,0,104,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Horror",22500000,71985628,59277742,131263370,93120940,"R",2007-06-22,"1408 - Hauntings",NA,20617667,2678
"2740","Live Free or Die Hard",2007,1,129,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Action",110000000,134529403,247758744,382288147,174027859,"PG-13",2007-06-27,"Live Free or Die Hard - Terrorism","20th Century Fox",33369559,3408
"2741","Sicko",2007,0,113,"Factual","Based on Real Life Events","Live Action","Documentary",9000000,24538513,11997324,36535837,31743132,"PG-13",2007-06-29,"Sicko - Medical and Hospitals",NA,68969,1
"2742","Ratatouille",2007,0,110,"Kids Fiction","Original Screenplay","Digital Animation","Adventure",150000000,206445654,420104041,626549695,267059052,"G",2007-06-29,"Ratatouille - Talking Animals","Walt Disney Pictures",47027395,3940
"2743","Evening",2007,0,117,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",30000000,12406646,478928,12885574,16049290,"PG-13",2007-06-29,"Evening - Non-Chronological",NA,3501971,977
"2744","Chacun sa nuit",2007,0,NA,NA,"Original Screenplay","Live Action","Thriller/Suspense",1900000,18435,120882,139317,23843,"Not Rated",2007-06-29,"Chacun sa nuit - Foreign Language",NA,4515,1
"2745","Transformers",2007,0,142,"Science Fiction","Based on TV","Animation/Live Action","Action",151000000,319246193,389026399,708272592,412978352,"PG-13",2007-07-02,"Transformers - Alien Invasion","DreamWorks",70502384,4011
"2746","License to Wed",2007,0,91,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",35000000,43799818,26387270,70187088,56659643,"PG",2007-07-03,"License to Wed - Relationship Advice","Proposal Productions, Inc.",10422258,2604
"2747","Rockaway",2007,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Drama",2000000,0,0,0,0,"R",2007-07-07,NA,NA,0,0
"2748","Harry Potter and the Order of the Phoenix",2007,1,138,"Fantasy","Based on Fiction Book/Short Story","Animation/Live Action","Adventure",150000000,292004738,650939197,942943935,377738686,"PG-13",2007-07-11,"Harry Potter and the Order of the Phoenix - Boarding School","Heyday Films",77108414,4285
"2749","Cama adentro",2007,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",800000,200433,0,200433,259275,"Not Rated",2007-07-18,"Cama adentro - Foreign Language",NA,0,0
"2750","Hairspray",2007,0,115,"Historical Fiction","Remake","Live Action","Musical",75000000,118871849,84163723,203035572,153773177,"PG",2007-07-20,"Hairspray - Dancing","New Line Cinema",27476745,3121
"2751","I Now Pronounce You Chuck and Larry",2007,0,115,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",85000000,119725280,65983182,185708462,154877177,"PG-13",2007-07-20,"I Now Pronounce You Chuck and Larry - Buddy Comedy","Universal Pictures",34233750,3495
"2752","This is England",2007,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",2380000,327919,8411657,8739576,424192,"Not Rated",2007-07-25,"This is England - Gangs",NA,17700,1
"2753","No End In Sight",2007,0,102,"Factual","Based on Real Life Events","Live Action","Documentary",2000000,1433319,0,1433319,1854146,"Not Rated",2007-07-27,NA,NA,31533,2
"2754","No Reservations",2007,0,101,"Contemporary Fiction","Remake","Live Action","Romantic Comedy",28000000,43107979,48835977,91943956,55764677,"PG",2007-07-27,"No Reservations - Food","Castle Rock Entertainment",11704357,2425
